#=============================================================
	LIST3-2	zts227e
	LIST4-1	zts228e
	LIST4-2	zts229e
	LIST5-1	zts230e
	LIST5-2	zts230e
	END
#=============================================================
	VNUM	18
	ICON	-1
	NAME	zts231e
	DESC	1	1	1	0	0
	SUBJ1	zts232e
	SUBJ2	zts233e
	SUBJ3	zts234e
	SUBJ4	zts235e
	SUBJ5	zts236e
	LIST1-1	zts237e
	LIST1-2	zts238e
	LIST2-1	zts239e
	LIST2-2	zts240e
	LIST3-1	zts241e
	LIST3-2	zts242e
	LIST4-1	zts243e
	LIST4-2	zts243e
	LIST5-1	zts244e
	LIST5-2	zts244e
	END
#=============================================================
	VNUM	19
	ICON	-1
	NAME	zts245e
	DESC	0	1	1	1	0
	SUBJ1	zts246e
	SUBJ2	zts247e
	SUBJ3	zts248e
	SUBJ4	zts249e
	SUBJ5	zts650e
	LIST1-1	zts250e
	LIST1-2	zts250e
	LIST2-1	zts251e
	LIST2-2	zts252e
	LIST3-1	zts253e
	LIST3-2	zts253e
	LIST4-1	zts254e
	LIST4-2	zts255e
	LIST5-1	zts652e
	LIST5-2	zts652e
	END
#=============================================================
	VNUM	20
	ICON	-1
	NAME	zts256e
	DESC	1	1	1	1
	SUBJ1	zts257e
	SUBJ2	zts258e
	SUBJ3	zts259e
	SUBJ4	zts260e
	LIST1-1	zts261e
	LIST1-2	zts262e
	LIST2-1	zts263e
	LIST2-2	zts264e
	LIST3-1	zts265e
	LIST3-2	zts266e
	LIST4-1	zts267e
	LIST4-2	zts268e
	END
#=============================================================
	VNUM	21
	ICON	-1
	NAME	zts269e
	DESC	2	2	2	2	1
	SUBJ1	zts270e
	SUBJ2	zts271e
	SUBJ3	zts272e
	SUBJ4	zts273e
	SUBJ5	zts274e
	LIST1-1	zts275e
	LIST1-2	zts275e
	LIST2-1	zts276e
	LIST2-2	zts276e
	LIST3-1	zts277e
	LIST3-2	zts278e
	LIST4-1	zts279e
	LIST4-2	zts280e
	LIST5-1	zts281e
	LIST5-2	zts282e
	END
#=============================================================
	VNUM	22
	ICON	-1
	NAME	zts283e
	DESC	1	1	1	1	1
	SUBJ1	zts284e
	SUBJ2	zts285e
	SUBJ3	zts286e
	SUBJ4	zts287e
	SUBJ5	zts288e
	LIST1-1	zts289e
	LIST1-2	zts290e
	LIST2-1	zts291e
	LIST2-2	zts292e
	LIST3-1	zts293e
	LIST3-2	zts294e
	LIST4-1	zts295e
	LIST4-2	zts296e
	LIST5-1	zts297e
	LIST5-2	zts298e
	END
#=============================================================
	VNUM	23
	ICON	-1
	NAME	zts299e
	DESC	1	1	1	1	2
	SUBJ1	zts300e
	SUBJ2	zts301e
	SUBJ3	zts302e
	SUBJ4	zts303e
	SUBJ5	zts304e
	LIST1-1	zts305e
	LIST1-2	zts306e
	LIST2-1	zts307e
	LIST2-2	zts308e
	LIST3-1	zts309e
	LIST3-2	zts310e
	LIST4-1	zts311e
	LIST4-2	zts312e
	LIST5-1	zts313e
	LIST5-2	zts314e
	END
#=============================================================
	VNUM	24
	ICON	-1
	NAME	zts604e
	DESC	5	5 4 1 2
	SUBJ1	zts316e
	SUBJ2	zts317e
	SUBJ3	zts605e
	SUBJ4	zts606e
	SUBJ5	zts607e
	LIST1-1	zts318e
	LIST1-2	zts319e
	LIST2-1	zts320e
	LIST2-2	zts321e
	LIST3-1	zts608e
	LIST3-2	zts608e
	LIST4-1	zts609e
	LIST4-2	zts610e
	LIST5-2	zts611e
	END
#=============================================================
	VNUM	25
	ICON	-1
	NAME	zts322e
	DESC	4	0	4	0	0
	SUBJ1	zts323e
	SUBJ2	zts324e
	SUBJ3	zts325e
	SUBJ4	zts326e
	SUBJ5	zts327e
	LIST1-1	zts328e
	LIST1-2	zts329e
	LIST2-1	zts330e
	LIST2-2	zts330e
	LIST3-1	zts331e
	LIST3-2	zts332e
	LIST4-1	zts333e
	LIST4-2	zts333e
	LIST5-1	zts334e
	LIST5-2	zts335e
	END
#=============================================================
	VNUM	26
	ICON	-1
	NAME	zts336e
	DESC	3	3	3	3	2
	SUBJ1	zts337e
	SUBJ2	zts338e
	SUBJ3	zts339e
	SUBJ4	zts340e
	SUBJ5	zts341e
	LIST1-1	zts342e
	LIST1-2	zts343e
	LIST2-1	zts344e
	LIST2-2	zts345e
	LIST3-1	zts346e
	LIST3-2	zts347e
	LIST4-1	zts348e
	LIST4-2	zts349e
	LIST5-1	zts350e
	LIST5-2	zts351e
	END
#=============================================================
	VNUM	27
	ICON	-1
	NAME	zts352e
	DESC	1	1	0	0	0
	SUBJ1	zts353e
	SUBJ2	zts354e
	SUBJ3	zts355e
	SUBJ4	zts356e
	SUBJ5	zts357e
	LIST1-1	zts358e
	LIST1-2	zts359e
	LIST2-1	zts360e
	LIST2-2	zts361e
	LIST3-1	zts362e
	LIST3-2	zts362e
	LIST4-1	zts363e
	LIST4-2	zts363e
	LIST5-1	zts364e
	LIST5-2	zts364e
	END
#=============================================================
	VNUM	28
	ICON	-1
	NAME	zts365e
	DESC	0
	SUBJ1	zts366e
	LIST1-1	zts367e
	LIST1-2	zts367e
	END
#=============================================================
	VNUM	29
	ICON	-1
	NAME	zts368e
	DESC	2	2	2
	SUBJ1	zts369e
	SUBJ2	zts370e
	SUBJ3	zts371e
	LIST1-1	zts372e
	LIST1-2	zts372e
	LIST2-1	zts373e
	LIST2-2	zts373e
	LIST3-1	zts374e
	LIST3-2	zts374e
	END
#=============================================================
	VNUM	30
	ICON	-1
	NAME	zts375e
	DESC	0	1	4	4	0
	SUBJ1	zts376e
	SUBJ2	zts377e
	SUBJ3	zts378e
	SUBJ4	zts379e
	SUBJ5	zts380e
	LIST1-1	zts381e
	LIST1-2	zts382e
	LIST2-1	zts383e
	LIST2-2	zts383e
	LIST3-1	zts384e
	LIST3-2	zts384e
	LIST4-1	zts385e
	LIST4-2	zts385e
	LIST5-1	zts386e
	LIST5-2	zts386e
	END
#=============================================================
	VNUM	31
	ICON	-1
	NAME	zts387e
	DESC	1	1
	SUBJ1	zts388e
	SUBJ2	zts389e
	LIST1-1	zts390e
	LIST1-2	zts390e
	LIST2-1	zts391e
	LIST2-2	zts391e
	END
#=============================================================
	VNUM	32
	ICON	-1
	NAME	zts392e
	DESC	1	1
	SUBJ1	zts393e
	SUBJ2	zts394e
	LIST1-1	zts395e
	LIST1-2	zts396e
	LIST2-1	zts397e
	LIST2-2	zts398e
	END
#=============================================================
	VNUM	33
	ICON	-1
	NAME	zts399e
	DESC	1	1	1	1
	SUBJ1	zts400e
	SUBJ2	zts401e
	SUBJ3	zts564e
	SUBJ4	zts565e
	LIST1-1	zts402e
	LIST1-2	zts403e
	LIST2-1	zts404e
	LIST2-2	zts405e
	LIST3-1	zts566e
	LIST3-2	zts567e
	LIST4-1	zts568e
	LIST4-2	zts569e
	END
#=============================================================
	VNUM	34
	ICON	-1
	NAME	zts406e
	DESC	1	1	1	1
	SUBJ1	zts407e
	SUBJ2	zts408e
	SUBJ3	zts409e
	SUBJ4	zts410e
	LIST1-1	zts411e
	LIST1-2	zts412e
	LIST2-1	zts413e
	LIST2-2	zts414e
	LIST3-1	zts415e
	LIST3-2	zts416e
	LIST4-1	zts417e
	LIST4-2	zts418e
	END
#=============================================================
	VNUM	35
	ICON	-1
	NAME	zts419e
	DESC	1	1	1	1
	SUBJ1	zts420e
	SUBJ2	zts421e
	SUBJ3	zts422e
	SUBJ4	zts423e
	LIST1-1	zts424e
	LIST1-2	zts425e
	LIST2-1	zts426e
	LIST2-2	zts427e
	LIST3-1	zts428e
	LIST3-2	zts429e
	LIST4-1	zts430e
	LIST4-2	zts431e
	END
#=============================================================
	VNUM	36
	ICON	-1
	NAME	zts432e
	DESC	1	0	0	0	0
	SUBJ1	zts433e
	SUBJ2	zts434e
	SUBJ3	zts435e
	SUBJ4	zts436e
	SUBJ5	zts437e
	LIST1-1	zts438e
	LIST1-2	zts438e
	LIST2-1	zts439e
	LIST2-2	zts440e
	LIST3-1	zts441e
	LIST3-2	zts442e
	LIST4-1	zts443e
	LIST4-2	zts443e
	LIST5-1	zts444e
	LIST5-2	zts444e
	END
#=============================================================
	VNUM	37
	ICON	-1
	NAME	zts554e
	DESC	1	1	1
	SUBJ1	zts446e
	SUBJ2	zts447e
	SUBJ3	zts555e
	LIST1-1	zts448e
	LIST1-2	zts449e
	LIST2-1	zts450e
	LIST2-2	zts451e
	LIST3-1	zts556e
	LIST3-2	zts557e
	END
#=============================================================
	VNUM	38
	ICON	-1
	NAME	zts452e
	DESC	3
	SUBJ1	zts453e
	LIST1-1	zts454e
	LIST1-2	zts455e
	END
#=============================================================
	VNUM	39
	ICON	-1
	NAME	zts456e
	DESC	0	0	0
	SUBJ1	zts457e
	SUBJ2	zts458e
	SUBJ3	zts459e
	LIST1-1	zts460e
	LIST1-2	zts461e
	LIST2-1	zts462e
	LIST2-2	zts463e
	LIST3-1	zts464e
	LIST3-2	zts464e
	END
#=============================================================
	VNUM	40
	ICON	-1
	NAME	zts465e
	DESC	1	1	1	0	0
	SUBJ1	zts466e
	SUBJ2	zts467e
	SUBJ3	zts468e
	SUBJ4	zts469e
	SUBJ5	zts470e
	LIST1-1	zts471e
	LIST1-2	zts471e
	LIST2-1	zts472e
	LIST2-2	zts472e
	LIST3-1	zts473e
	LIST3-2	zts473e
	LIST4-1	zts474e
	LIST4-2	zts474e
	LIST5-1	zts475e
	LIST5-2	zts476e
	END
#=============================================================
	VNUM	41
	ICON	-1
	NAME	zts477e
	DESC	1	0	1	1	3
	SUBJ1	zts478e
	SUBJ2	zts479e
	SUBJ3	zts234e
	SUBJ4	zts481e
	SUBJ5	zts482e
	LIST1-1	zts483e
	LIST1-2	zts484e
	LIST2-1	zts485e
	LIST2-2	zts486e
	LIST3-1	zts487e
	LIST3-2	zts488e
	LIST4-1	zts489e
	LIST4-2	zts489e
	LIST5-1	zts490e
	LIST5-2	zts490e
	END
#=============================================================
	VNUM	42
	ICON	-1
	NAME	zts491e
	DESC	0	0	0	0	0
	SUBJ1	zts492e
	SUBJ2	zts493e
	SUBJ3	zts494e
	SUBJ4	zts495e
	SUBJ5	zts496e
	LIST1-1	zts497e
	LIST1-2	zts498e
	LIST2-1	zts499e
	LIST2-2	zts500e
	LIST3-1	zts501e
	LIST3-2	zts502e
	LIST4-1	zts503e
	LIST4-2	zts504e
	LIST5-1	zts505e
	LIST5-2	zts506e
	END
#=============================================================
	VNUM	43
	ICON	-1
	NAME	zts507e
	DESC	1	1	0	1
	SUBJ1	zts508e
	SUBJ2	zts509e
	SUBJ3	zts510e
	SUBJ4	zts511e
	LIST1-1	zts512e
	LIST1-2	zts513e
	LIST2-1	zts514e
	LIST2-2	zts515e
	LIST3-1	zts516e
	LIST3-2	zts517e
	LIST4-1	zts518e
	LIST4-2	zts519e
	END
#=============================================================
	VNUM	44
	ICON	-1
	NAME	zts520e
	DESC	1	1	1	0	1
	SUBJ1	zts521e
	SUBJ2	zts522e
	SUBJ3	zts523e
	SUBJ4	zts560e
	SUBJ5	zts562e
	LIST1-1	zts524e
	LIST1-2	zts524e
	LIST2-1	zts525e
	LIST2-2	zts570e
	LIST3-1	zts526e
	LIST3-2	zts526e
	LIST4-1	zts561e
	LIST4-2	zts561e
	LIST5-1	zts563e
	LIST5-2	zts563e
	END
#=============================================================
	VNUM	45
	ICON	-1
	NAME	zts527e
	DESC	2	2	2	2	2
	SUBJ1	zts528e
	SUBJ2	zts529e
	SUBJ3	zts530e
	SUBJ4	zts531e
	SUBJ5	zts532e
	LIST1-1	zts533e
	LIST1-2	zts534e
	LIST2-1	zts535e
	LIST2-2	zts536e
	LIST3-1	zts537e
	LIST3-2	zts538e
	LIST4-1	zts539e
	LIST4-2	zts540e
	LIST5-1	zts541e
	LIST5-2	zts542e
	END
#=============================================================
	VNUM	46
	ICON	-1
	NAME	zts543e
	DESC	0	1	4	3
	SUBJ1	zts544e
	SUBJ2	zts545e
	SUBJ3	zts546e
	SUBJ4	zts558e
	LIST1-1	zts547e
	LIST1-2	zts547e
	LIST2-1	zts548e
	LIST2-2	zts548e
	LIST3-1	zts549e
	LIST3-2	zts550e
	LIST4-1	zts559e
	LIST4-2	zts559e
	END
#=============================================================
	VNUM	47
	ICON	-1
	NAME	zts551e
	DESC	0
	SUBJ1	zts552e
	LIST1-1	zts553e
	LIST1-2	zts553e
	END
#=============================================================
	VNUM	48
	ICON	-1
	NAME	zts571e
	DESC	0	0	0	4
	SUBJ1	zts572e
	SUBJ2	zts573e
	SUBJ3	zts578e
	SUBJ4	zts579e
	LIST1-1	zts576e
	LIST1-2	zts574e
	LIST2-1	zts577e
	LIST2-2	zts574e
	LIST3-1	zts678e
	LIST3-2	zts678e
	LIST4-1	zts581e
	LIST4-2	zts581e
	END
#=============================================================
	VNUM	49
	ICON	-1
	NAME	zts582e
	DESC	0	0
	SUBJ1	zts583e
	SUBJ2	zts584e
	LIST1-1	zts585e
	LIST1-2	zts585e
	LIST2-1	zts586e
	LIST2-2	zts586e
	END
#=============================================================
	VNUM	50
	ICON	-1
	NAME	zts587e
	DESC	1	1
	SUBJ1	zts588e
	SUBJ2	zts589e
	LIST1-1	zts590e
	LIST1-2	zts590e
	LIST2-1	zts591e
	LIST2-2	zts591e
	END
#=============================================================
	VNUM	51
	ICON	-1
	NAME	zts592e
	DESC	1	1
	SUBJ1	zts593e
	SUBJ2	zts594e
	LIST1-1	zts595e
	LIST1-2	zts595e
	LIST2-1	zts596e
	LIST2-2	zts596e
	END
#=============================================================
	VNUM	52
	ICON	-1
	NAME	zts597e
	DESC	2
	SUBJ1	zts598e
	LIST1-1	zts599e
	LIST1-2	zts599e
	END
#=============================================================
	VNUM	53
	ICON	-1
	NAME	zts613e
	DESC	1
	SUBJ1	zts614e
	LIST1-1	zts615e
	LIST1-2	zts615e
	END
#=============================================================
	VNUM	54
	ICON	-1
	NAME	zts616e
	DESC	1
	SUBJ1	zts617e
	LIST1-1	zts615e
	LIST1-2	zts615e
	END
#=============================================================
	VNUM	55
	ICON	-1
	NAME	zts618e
	DESC	0 0 0 0
	SUBJ1	zts619e
	SUBJ2	zts620e
	SUBJ3	zts621e
	SUBJ4	zts622e
	LIST1-2	zts623e
	LIST2-2	zts624e
	LIST3-1	zts625e
	LIST3-2	zts626e
	LIST4-1	zts627e
	LIST4-2	zts626e
	END
#=============================================================
	VNUM	56
	ICON	-1
	NAME	zts628e
	DESC	2
	SUBJ1	zts629e
	LIST1-1	zts630e
	LIST1-2	zts631e
	END
#=============================================================
	VNUM	57
	ICON	-1
	NAME	zts632e
	DESC	2
	SUBJ1	zts633e
	LIST1-1	zts634e
	LIST1-2	zts634e
	END
#=============================================================
	VNUM	58
	ICON	-1
	NAME	zts635e
	DESC	1	1	1
	SUBJ1	zts636e
	SUBJ2	zts637e
	SUBJ3	zts675e
	LIST1-1	zts638e
	LIST1-2	zts639e
	LIST2-1	zts640e
	LIST2-2	zts641e
	LIST3-1	zts676e
	LIST3-2	zts677e
	END
#=============================================================
	VNUM	59
	ICON	-1
	NAME	zts643e
	DESC	3	3	3
	SUBJ1	zts644e
	SUBJ2	zts645e
	SUBJ3	zts662e
	LIST1-1	zts646e
	LIST1-2	zts647e
	LIST2-1	zts648e
	LIST2-2	zts649e
	LIST3-1	zts663e
	LIST3-2	zts664e
	END
#=============================================================
	VNUM	60
	ICON	-1
	NAME	zts653e
	DESC	1	1
	SUBJ1	zts654e
	LIST1-1	zts615e
	LIST1-2	zts615e
	END
#=============================================================
	VNUM	61
	ICON	-1
	NAME	zts653e
	DESC	1	1
	SUBJ1	zts655e
	LIST1-1	zts656e
	LIST1-2	zts656e
	END
#=============================================================
	VNUM	62
	ICON	-1
	NAME	zts657e
	DESC	0	0
	SUBJ1	zts658e
	LIST1-1	zts439e
	LIST1-2	zts440e
	END
#=============================================================
	VNUM	63
	ICON	-1
	NAME	zts665e
	DESC	1	2
	SUBJ1	zts666e
	SUBJ2	zts667e
	LIST1-1	zts668e
	LIST1-2	zts669e
	LIST2-1	zts670e
	LIST2-2	zts670e
	END
#=============================================================
	VNUM	64
	ICON	-1
	NAME	zts679e
	DESC	1	2	4	4	1
	SUBJ1	zts680e
	SUBJ2	zts681e
	SUBJ3	zts682e
	SUBJ4	zts683e
	SUBJ5	zts684e
	LIST1-1	zts685e
	LIST1-2	zts685e
	LIST2-1	zts686e
	LIST2-2	zts687e
	LIST3-1	zts688e
	LIST3-2	zts688e
	LIST4-1	zts689e
	LIST4-2	zts690e
	LIST5-1	zts691e
	LIST5-2	zts691e
	END
#=============================================================
	VNUM	65
	ICON	-1
	NAME	zts692e
	DESC	4	1
	SUBJ1	zts693e
	SUBJ2	zts681e
	LIST1-1	zts694e
	LIST1-2	zts695e
	LIST2-1	zts696e
	LIST2-2	zts696e
	END
#=============================================================
	VNUM	66
	ICON	-1
	NAME	zts697e
	DESC	2	1	1	1
	SUBJ1	zts698e
	SUBJ2	zts701e
	SUBJ3	zts702e
	SUBJ4	zts703e
	LIST1-1	zts699e
	LIST1-2	zts700e
	LIST2-1	zts704e
	LIST2-2	zts704e
	LIST3-1	zts705e
	LIST3-2	zts705e
	LIST4-1	zts706e
	LIST4-2	zts706e
	END
#=============================================================
	VNUM	67
	ICON	-1
	NAME	zts707e
	DESC	2	2	1	2	1
	SUBJ1	zts708e
	SUBJ2	zts709e
	SUBJ3	zts710e
	SUBJ4	zts711e
	SUBJ5	zts712e
	LIST1-1	zts713e
	LIST1-1	zts713e
	LIST2-1	zts714e
	LIST2-1	zts715e
	LIST3-1	zts716e
	LIST3-2	zts717e
	LIST4-1	zts718e
	LIST4-2	zts718e
	LIST5-1	zts685e
	LIST5-2	zts685e
	END
#=============================================================
	VNUM	68
	ICON	-1
	NAME	zts719e
	DESC	6	4	4	4	4
	SUBJ1	zts720e
	SUBJ2	zts721e
	SUBJ3	zts722e
	SUBJ4	zts723e
	SUBJ5	zts724e
	LIST1-1	zts328e
	LIST1-2	zts329e
	LIST2-1	zts794e
	LIST2-1	zts794e
	LIST3-1	zts795e
	LIST3-2	zts795e
	LIST4-1	zts796e
	LIST4-2	zts796e
	LIST5-1	zts728e
	LIST5-2	zts728e
	END
#=============================================================
	VNUM	69
	ICON	-1
	NAME	zts759e
	DESC	3	1	1	1	1
	SUBJ1	zts730e
	SUBJ2	zts760e
	SUBJ3	zts761e
	SUBJ4	zts762e
	SUBJ5	zts763e
	LIST1-1	zts732e
	LIST1-2	zts733e
	LIST2-1	zts734e
	LIST2-2	zts734e
	LIST3-1	zts764e
	LIST3-2	zts764e
	LIST4-1	zts765e
	LIST4-2	zts765e
	LIST5-1	zts766e
	LIST5-2	zts766e
	END
#=============================================================
	VNUM	70
	ICON	-1
	NAME	zts735e
	DESC	2	1	4	6	6
	SUBJ1	zts736e
	SUBJ2	zts737e
	SUBJ3	zts738e
	SUBJ4	zts739e
	SUBJ5	zts740e
	LIST1-1	zts741e
	LIST1-2	zts742e
	LIST2-1	zts743e
	LIST2-2	zts743e
	LIST3-1	zts744e
	LIST3-2	zts744e
	LIST4-1	zts745e
	LIST4-2	zts746e
	LIST5-1	zts747e
	LIST5-2	zts748e
	END
#=============================================================
	VNUM	71
	ICON	-1
	NAME	zts749e
	DESC	5	1	4	1	1
	SUBJ1	zts750e
	SUBJ2	zts751e
	SUBJ3	zts756e
	SUBJ4	zts767e
	SUBJ5	zts819e
	LIST1-1	zts752e
	LIST1-2	zts753e
	LIST2-1	zts754e
	LIST2-2	zts755e
	LIST3-1	zts757e
	LIST3-2	zts758e
	LIST4-1	zts768e
	LIST4-2	zts769e
	LIST5-1	zts820e
	LIST5-2	zts821e
	END
#=============================================================
	VNUM	72
	ICON	-1
	NAME	zts770e
	DESC	1	4	1	1	4
	SUBJ1	zts771e
	SUBJ2	zts772e
	SUBJ3	zts773e
	SUBJ4	zts774e
	SUBJ5	zts775e
	LIST1-1	zts776e
	LIST1-2	zts777e
	LIST2-1	zts778e
	LIST2-2	zts778e
	LIST3-1	zts779e
	LIST3-2	zts780e
	LIST4-1	zts781e
	LIST4-2	zts781e
	LIST5-1	zts782e
	LIST5-2	zts782e
	END
#=============================================================
	VNUM	73
	ICON	-1
	NAME	zts783e
	DESC	4	1	4	1	1
	SUBJ1	zts784e
	SUBJ2	zts785e
	SUBJ3	zts786e
	SUBJ4	zts797e
	SUBJ5	zts798e
	LIST1-1	zts787e
	LIST1-2	zts788e
	LIST2-1	zts789e
	LIST2-2	zts789e
	LIST3-1	zts790e
	LIST3-2	zts790e
	LIST4-1	zts817e
	LIST4-2	zts818e
	LIST5-1	zts799e
	LIST5-2	zts799e
	END
#=============================================================
	VNUM	74
	ICON	-1
	NAME	zts791e
	DESC	1	1
	SUBJ1	zts792e
	SUBJ2	zts800e
	LIST1-1	zts793e
